run_name,species_code,common_name,season,region,start_year,end_year,start_date,end_date,rsquared,beta0
blrwar1_nonbreeding,blrwar1,Blyth's Reed Warbler,nonbreeding,india,2007,2020,12-28,03-22,0.8750720668208439,-0.11095134723781663
blugrb1_breeding,blugrb1,Blue Grosbeak,breeding,north_america,2007,2021,06-07,07-27,0.8909279653885219,-0.07576997380128875
blujay_breeding,blujay,Blue Jay,breeding,north_america,2007,2021,06-14,07-13,0.935678938656374,0.04110086887609592
blutit_resident,blutit,Eurasian Blue Tit,resident,iberia,2007,2021,01-04,12-28,0.9103987825202882,-0.02710323801940281
bncfly_breeding,bncfly,Brown-crested Flycatcher,breeding,north_america,2007,2021,05-10,07-06,0.869357779500705,-0.16403834820099766
bnhcow_breeding,bnhcow,Brown-headed Cowbird,breeding,north_america,2007,2021,05-31,06-21,0.9362087948214596,-0.10776506577183216
bnhnut_resident,bnhnut,Brown-headed Nuthatch,resident,north_america,2007,2021,02-22,04-05,0.7910516846620761,0.17706202436802196
boboli_breeding,boboli,Bobolink,breeding,north_america,2007,2021,06-07,07-06,0.9225053090893148,-0.0807289476707747
bohwax_nonbreeding,bohwax,Bohemian Waxwing,nonbreeding,north_america,2007,2020,12-28,02-08,0.8869890246501433,0.1648355779661148
bongul_nonbreeding,bongul,Bonaparte's Gull,nonbreeding,north_america,2007,2020,12-21,02-08,0.6861817368804024,0.6555841543639923
borchi2_resident,borchi2,Boreal Chickadee,resident,north_america,2007,2021,04-05,05-31,0.7796914559328875,-1.0128885428557814
botgra_resident,botgra,Boat-tailed Grackle,resident,north_america,2007,2021,01-25,03-15,0.8871295821611096,0.0262665011673553
botspa_resident,botspa,Botteri's Sparrow,resident,north_america,2007,2021,05-03,07-13,0.6637086920913154,0.5683048357147644
bracor_resident,bracor,Brandt's Cormorant,resident,north_america,2007,2021,05-24,07-13,0.560530735656551,0.2757224113690771
brant_nonbreeding,brant,Brant,nonbreeding,north_america,2007,2020,12-07,02-01,0.6757754010235083,0.48014642913125566
brbhum_breeding,brbhum,Broad-billed Hummingbird,breeding,north_america,2007,2021,06-14,07-27,0.8326864821453787,-0.8322818118608377
brdowl_resident,brdowl,Barred Owl,resident,north_america,2007,2021,02-15,04-26,0.8498035109477364,-0.12101441798994109
brebla_breeding,brebla,Brewer's Blackbird,breeding,north_america,2007,2021,05-24,07-13,0.9176163702808472,0.20180696158162204
brespa_breeding,brespa,Brewer's Sparrow,breeding,north_america,2007,2021,06-14,07-13,0.8435982666037234,0.08999887320818033
brhpar1_resident,brhpar1,Brown-hooded Parrot,resident,central_america,2007,2021,01-04,12-28,0.791643585037001,0.07983026474917242
britit_resident,britit,Bridled Titmouse,resident,north_america,2007,2021,02-22,04-26,0.9071812595485322,-0.1410886160848799
brncre_breeding,brncre,Brown Creeper,breeding,north_america,2007,2021,05-24,07-20,0.8537449427253231,-0.06177373383594965
brnjay_resident,brnjay,Brown Jay,resident,central_america,2007,2021,02-15,03-29,0.8660878058668184,0.3310972898999169
brnowl_resident,brnowl,Barn Owl,resident,north_america,2007,2021,02-15,05-17,0.8415843568913141,0.2714535164932714
brnpel_breeding,brnpel,Brown Pelican,breeding,north_america,2007,2021,05-24,06-28,0.8070683664508687,0.15716169374727404
brnshr_nonbreeding,brnshr,Brown Shrike,nonbreeding,india,2007,2020,12-21,02-08,0.8831605898761956,0.4492319246439428
brnthr_breeding,brnthr,Brown Thrasher,breeding,north_america,2007,2021,05-31,07-06,0.9430626877663796,-0.36408169170131194
brocow_resident,brocow,Bronzed Cowbird,resident,north_america,2007,2021,05-17,07-06,0.8514941991988545,-0.21919295268382905
brthum_breeding,brthum,Broad-tailed Hummingbird,breeding,north_america,2007,2021,05-31,07-06,0.8734524442557939,0.06754342301125522
brwhaw_breeding,brwhaw,Broad-winged Hawk,breeding,north_america,2007,2021,06-21,07-27,0.8669991685678948,0.10888657675985744
btbwar_breeding,btbwar,Black-throated Blue Warbler,breeding,north_america,2007,2021,06-14,07-13,0.7972891775177782,0.5424814860617784
btnwar_breeding,btnwar,Black-throated Green Warbler,breeding,north_america,2007,2021,06-14,07-20,0.856295952522706,-0.02867302458342095
btywar_breeding,btywar,Black-throated Gray Warbler,breeding,north_america,2007,2021,06-07,07-06,0.9219982762717096,-0.2686316988028913
bubhum_resident,bubhum,Buff-bellied Hummingbird,resident,north_america,2007,2021,03-22,05-10,0.7771465813181029,0.15657304562124091
buffle_nonbreeding,buffle,Bufflehead,nonbreeding,north_america,2007,2020,12-14,02-08,0.8781397958871087,-0.3104031582335757
buggna_breeding,buggna,Blue-gray Gnatcatcher,breeding,north_america,2007,2021,06-07,07-06,0.9138314041342264,-0.19101548221566628
bugtan_resident,bugtan,Blue-gray Tanager,resident,latin_america,2007,2021,01-04,12-28,0.9217277140902788,0.07455254396671013
bulori_breeding,bulori,Bullock's Oriole,breeding,north_america,2007,2021,06-07,06-21,0.9096127852778196,-0.03236663467881954
burowl_breeding,burowl,Burrowing Owl,breeding,north_america,2007,2021,05-24,07-27,0.7039702968749969,0.303001207205979
bushti_resident,bushti,Bushtit,resident,north_america,2007,2021,02-22,04-26,0.9609921997057465,0.02322104895579769
buthum_resident,buthum,Blue-throated Mountain-gem,resident,north_america,2007,2021,03-22,09-28,0.8066571508664867,-0.6223002764032315
buwtea_breeding,buwtea,Blue-winged Teal,breeding,north_america,2007,2021,06-14,07-13,0.851088485160093,0.20617707705018928
buwwar_breeding,buwwar,Blue-winged Warbler,breeding,north_america,2007,2021,06-07,07-06,0.8644347965332997,-0.128803677777876
cacgoo1_nonbreeding,cacgoo1,Cackling Goose,nonbreeding,north_america,2007,2021,01-04,01-25,0.8689897187685094,-0.0626045928903156
cacwre_resident,cacwre,Cactus Wren,resident,north_america,2007,2021,02-01,03-22,0.8867475537545882,-0.05215056939644259
calgna_resident,calgna,California Gnatcatcher,resident,north_america,2007,2021,02-01,04-05,0.9012854842307548,-0.6949542135859865
calgul_breeding,calgul,California Gull,breeding,north_america,2007,2021,05-24,06-21,0.7195948827284082,-0.0075103912023733
calhum_breeding,calhum,Calliope Hummingbird,breeding,north_america,2007,2021,06-07,06-21,0.8613269314945349,0.06628586995013677
calqua_resident,calqua,California Quail,resident,north_america,2007,2021,02-15,04-12,0.91717306810735455,-0.08030393197781269
calthr_resident,calthr,California Thrasher,resident,north_america,2007,2021,02-22,05-17,0.8950386579616099,-0.31513330612056234
caltow_resident,caltow,California Towhee,resident,north_america,2007,2021,01-25,03-15,0.9633705328550244,-0.316378256265445
camwar_nonbreeding,camwar,Cape May Warbler,nonbreeding,north_america,2007,2020,12-07,03-22,0.6717609266906531,0.07556832980106207
cangoo_breeding,cangoo,Canada Goose,breeding,north_america,2007,2021,06-07,07-13,0.874298148802483,-0.2381837001939937
cantow_resident,cantow,Canyon Towhee,resident,north_america,2007,2021,02-22,04-19,0.8820540351644407,-0.7217098690761586
canvas_nonbreeding,canvas,Canvasback,nonbreeding,north_america,2007,2020,12-21,01-11,0.6229935604109947,0.03960013720976322
canwar_breeding,canwar,Canada Warbler,breeding,north_america,2007,2021,06-14,07-20,0.6982915307424826,0.6409481968180335
canwre_resident,canwre,Canyon Wren,resident,north_america,2007,2021,03-15,05-10,0.8816214935774509,-0.29278291664683836
carchi_resident,carchi,Carolina Chickadee,resident,north_america,2007,2021,02-22,04-26,0.8596030202603839,-0.5911653327755753
carwre_resident,carwre,Carolina Wren,resident,north_america,2007,2021,03-22,05-03,0.9422674472682032,-0.17410616161524584
casfin_breeding,casfin,Cassin's Finch,breeding,north_america,2007,2021,06-07,08-31,0.8928045262445042,-0.12063001449676344
caskin_breeding,caskin,Cassin's Kingbird,breeding,north_america,2007,2021,05-31,07-06,0.8430123145200383,-0.02075517630911613
casspa_breeding,casspa,Cassin's Sparrow,breeding,north_america,2007,2021,05-31,07-20,0.7821101189781062,0.07064445053422581
caster1_breeding,caster1,Caspian Tern,breeding,north_america,2007,2021,06-07,07-06,0.7976571251545904,0.17321357712241434
casvir_breeding,casvir,Cassin's Vireo,breeding,north_america,2007,2021,06-21,07-06,0.8536984903531603,-0.3812824251567618
categr_breeding,categr,Cattle Egret,breeding,north_america,2007,2021,05-24,08-24,0.8132659698083001,0.14707612273373435
cavswa_breeding,cavswa,Cave Swallow,breeding,north_america,2007,2021,05-17,06-14,0.8382539640344815,0.22827947412069713
cedwax_breeding,cedwax,Cedar Waxwing,breeding,north_america,2007,2021,06-21,07-20,0.9372192813898352,-0.2924448318667148
cerwar_breeding,cerwar,Cerulean Warbler,breeding,north_america,2007,2021,05-31,07-13,0.7473595641254533,1.1987958668048448
chbchi_resident,chbchi,Chestnut-backed Chickadee,resident,north_america,2007,2021,01-25,03-15,0.7875828705360515,-0.6651337436668319
chhoro1_resident,chhoro1,Chestnut-headed Oropendola,resident,central_america,2007,2020,10-26,05-24,0.7596366795669244,0.08891251651319215
chirav_resident,chirav,Chihuahuan Raven,resident,north_america,2007,2021,03-15,04-26,0.7910362137353126,0.05711094886349981
chispa_breeding,chispa,Chipping Sparrow,breeding,north_america,2007,2021,06-14,07-06,0.9333964457089512,-0.2500222372645399
chiswi_breeding,chiswi,Chimney Swift,breeding,north_america,2007,2021,06-07,07-13,0.9442974208228012,-0.1695877874316541
chswar_breeding,chswar,Chestnut-sided Warbler,breeding,north_america,2007,2021,06-14,07-13,0.8846007784994695,0.05882962228293125
chukar_resident,chukar,Chukar,resident,north_america,2007,2021,02-15,04-12,0.6593684922072967,1.3750032587594367
cintea_breeding,cintea,Cinnamon Teal,breeding,north_america,2007,2021,05-24,06-28,0.8819366901377466,0.05586353848643243
citwar1_resident,citwar1,Citrine Warbler,resident,south_america,2007,2021,01-04,12-28,0.700355748853619,0.07569750587900903
clagre_breeding,clagre,Clark's Grebe,breeding,north_america,2007,2021,05-17,06-28,0.6493858662651991,0.40883052062112807
clanut_resident,clanut,Clark's Nutcracker,resident,north_america,2007,2021,01-11,02-22,0.7931109679638773,0.01259521257171559
clarai11_breeding,clarai11,Clapper Rail,breeding,north_america,2007,2021,05-24,07-27,0.8775286057163101,0.10416985336572245
clcrob_resident,clcrob,Clay-colored Thrush,resident,north_america,2007,2021,01-11,03-08,0.8897153494499459,0.10816168114466884
clcspa_breeding,clcspa,Clay-colored Sparrow,breeding,north_america,2007,2021,06-14,07-20,0.8580766784970056,0.11580315845075756
cliswa_breeding,cliswa,Cliff Swallow,breeding,north_america,2007,2021,06-07,07-13,0.9108816221892854,0.07332284799644906
cogdov_resident,cogdov,Common Ground Dove,resident,north_america,2007,2021,04-19,05-31,0.8665211304821971,0.04581154157405353
colinc1_resident,colinc1,Collared Inca,resident,south_america,2007,2021,01-04,12-28,0.7784438198978106,0.377545118435359
comblh1_breeding,comblh1,Common Black Hawk,breeding,north_america,2007,2021,05-24,05-31,0.6391991871112066,-0.3962181474796995
comeid_nonbreeding,comeid,Common Eider,nonbreeding,north_america,2007,2020,12-14,02-15,0.6353951429279202,0.35423473692586827
comgal1_breeding,comgal1,Common Gallinule,breeding,north_america,2007,2021,05-31,07-06,0.8169771521369351,0.1370924158866478
comgol_nonbreeding,comgol,Common Goldeneye,nonbreeding,north_america,2007,2021,01-04,02-08,0.879882258582522,0.01996892004281788
comgra_breeding,comgra,Common Grackle,breeding,north_america,2007,2021,05-24,07-20,0.9433707272770792,-0.0776493001983805
comloo_nonbreeding,comloo,Common Loon,nonbreeding,north_america,2007,2020,12-28,01-18,0.7787123486663567,0.48356930092584965
commer_nonbreeding,commer,Common Merganser,nonbreeding,north_america,2007,2020,12-28,02-08,0.7713459186712156,0.29837131236305425
comnig_breeding,comnig,Common Nighthawk,breeding,north_america,2007,2021,06-28,07-20,0.7656985307040259,0.252834296699164
compau_resident,compau,Common Pauraque,resident,north_america,2007,2021,02-08,04-19,0.7660277403698035,0.3764170725091801
comrav_resident,comrav,Common Raven,resident,north_america,2007,2021,05-31,06-28,0.8970058427728209,-0.17751458988049557
comred_nonbreeding,comred,Common Redpoll,nonbreeding,north_america,2007,2021,01-11,02-01,0.9077569458964106,-0.07756094265724922
comyel_breeding,comyel,Common Yellowthroat,breeding,north_america,2007,2021,05-31,07-13,0.9275348701508046,-0.23166930819807047
coohaw_breeding,coohaw,Cooper's Hawk,breeding,north_america,2007,2021,06-07,07-20,0.9402720116194444,-0.2873492712565457
copbar1_resident,copbar1,Coppersmith Barbet,resident,india,2007,2021,01-04,12-28,0.9202806802686236,0.6830557026115996
corfly_breeding,corfly,Cordilleran Flycatcher,breeding,north_america,2007,2021,06-14,07-27,0.8841351708684048,-0.22420645299890396
coshum_breeding,coshum,Costa's Hummingbird,breeding,north_america,2007,2021,02-08,05-31,0.853783384157074,0.06319733663332244
coukin_resident,coukin,Couch's Kingbird,resident,north_america,2007,2021,03-08,04-26,0.9155607710025891,-0.10013819332106597
cowscj1_resident,cowscj1,California Scrub-Jay,resident,north_america,2007,2021,02-01,03-29,0.9542908313757158,-0.22080034484963312
cregua1_resident,cregua1,Crested Guan,resident,latin_america,2007,2021,01-04,12-28,0.7963601907095735,-0.01897816016865416
crithr_resident,crithr,Crissal Thrasher,resident,north_america,2007,2021,01-04,03-01,0.821669305601894,0.07591739274725416
cubthr_resident,cubthr,Curve-billed Thrasher,resident,north_america,2007,2021,01-11,03-22,0.8901929448961917,-0.00542467102050783
daejun_breeding,daejun,Dark-eyed Junco,breeding,north_america,2007,2021,06-07,07-27,0.848968124139931,0.04162534486467823
dickci_breeding,dickci,Dickcissel,breeding,north_america,2007,2021,06-21,07-27,0.8763966462656735,0.05288537202790211
dobplo1_breeding,dobplo1,Double-banded Plover,breeding,new_zealand,2007,2021,10-19,11-30,0.7074920780016755,0.09189032525570624
doccor_breeding,doccor,Double-crested Cormorant,breeding,north_america,2007,2021,05-31,06-28,0.7533078424088085,0.148256058908706
dowwoo_resident,dowwoo,Downy Woodpecker,resident,north_america,2007,2021,02-22,04-12,0.932678181618887,-0.11369842332202436
ducfly_breeding,ducfly,Dusky-capped Flycatcher,breeding,north_america,2007,2021,05-03,07-13,0.8501343144863478,0.06167282247514164
dunlin_nonbreeding,dunlin,Dunlin,nonbreeding,north_america,2007,2020,12-28,02-08,0.763370474037204,0.29852788495939153
dusfly_breeding,dusfly,Dusky Flycatcher,breeding,north_america,2007,2021,06-21,07-20,0.8819519965695881,-0.24387620400371485
dusgro_resident,dusgro,Dusky Grouse,resident,north_america,2007,2021,04-05,09-28,0.7582273748032621,0.1988240327175665
eardov1_resident,eardov1,Eared Dove,resident,south_america,2007,2021,01-04,12-28,0.8000173184192974,4.46703854055471e-4
easblu_breeding,easblu,Eastern Bluebird,breeding,north_america,2007,2021,05-31,07-13,0.8998959444217227,-0.3679820787532612
easkin_breeding,easkin,Eastern Kingbird,breeding,north_america,2007,2021,06-07,07-13,0.940434131421593,0.210444341869776
easmea_breeding,easmea,Eastern Meadowlark,breeding,north_america,2007,2021,05-17,07-06,0.8836780451114675,-0.17601976880639358
easowl1_resident,easowl1,Eastern Screech-Owl,resident,north_america,2007,2021,03-15,05-03,0.8577096772269472,-0.11581893473885475
easpho_breeding,easpho,Eastern Phoebe,breeding,north_america,2007,2021,05-31,07-06,0.9283227280854957,-0.4053291090751415
eastow_breeding,eastow,Eastern Towhee,breeding,north_america,2007,2021,06-07,07-06,0.9118901053648224,-0.1762146882131402
eawpew_breeding,eawpew,Eastern Wood-Pewee,breeding,north_america,2007,2021,06-14,07-13,0.913006526334852,-0.00301301389384212
eleter1_breeding,eleter1,Elegant Tern,breeding,north_america,2007,2021,05-03,06-14,0.5425794330577625,0.8998286360297219
eletro_resident,eletro,Elegant Trogon,resident,north_america,2007,2021,03-22,05-24,0.674019116851525,-1.329586073686721
eucdov_resident,eucdov,Eurasian Collared-Dove,resident,north_america,2007,2021,03-01,05-03,0.9022871595979542,-0.0999421631018322
eursta_breeding,eursta,European Starling,breeding,north_america,2007,2021,04-26,05-17,0.9470124804288216,-0.08467827654336448
eutspa_resident,eutspa,Eurasian Tree Sparrow,resident,north_america,2007,2020,11-09,02-22,0.660088260371081,-0.133675154892196
evegro_breeding,evegro,Evening Grosbeak,breeding,north_america,2007,2021,06-07,07-13,0.7506890938493943,0.0692757287528735
fepowl_resident,fepowl,Ferruginous Pygmy-Owl,resident,north_america,2007,2021,02-22,04-19,0.8987436856806701,-0.1062107358280258
ferhaw_nonbreeding,ferhaw,Ferruginous Hawk,nonbreeding,north_america,2007,2020,12-14,02-01,0.8090664484329547,0.739358538057374
fernbi1_resident,fernbi1,New Zealand Fernbird,resident,new_zealand,2007,2021,01-04,12-28,0.5604996867101238,-0.9601878788111646
fiespa_breeding,fiespa,Field Sparrow,breeding,north_america,2007,2021,05-31,07-13,0.9294293280956096,-0.18783564200651284
fiscro_breeding,fiscro,Fish Crow,breeding,north_america,2007,2021,04-19,06-14,0.9179573094521792,-0.14358587871433684
flaowl_breeding,flaowl,Flammulated Owl,breeding,north_america,2007,2021,05-31,06-21,0.5535801466567424,0.9991571250335572
flsjay_resident,flsjay,Florida Scrub-Jay,resident,north_america,2007,2021,01-18,04-05,0.783165176388932,0.7482270735135296
forter_breeding,forter,Forster's Tern,breeding,north_america,2007,2021,06-07,07-06,0.764322441102509,0.38857031995688984
fotfly_breeding,fotfly,Fork-tailed Flycatcher,breeding,latin_america,2007,2020,11-30,01-18,0.7810759471673797,0.32013321071319717
foxspa_nonbreeding,foxspa,Fox Sparrow,nonbreeding,north_america,2007,2021,01-18,02-08,0.8990494195924406,-0.1035920359634063
fragul_breeding,fragul,Franklin's Gull,breeding,north_america,2007,2021,06-14,07-13,0.7331245447415536,-0.01713510658146834
fuwduc_breeding,fuwduc,Fulvous Whistling-Duck,breeding,north_america,2007,2021,05-10,07-20,0.6309212579128445,0.5067532073421073
gadwal_breeding,gadwal,Gadwall,breeding,north_america,2007,2021,06-14,07-20,0.9014671199599557,-0.0564786207042815
gamqua_resident,gamqua,Gambel's Quail,resident,north_america,2007,2021,03-01,05-10,0.891034376895807,0.12965413036297097
gbbgul_resident,gbbgul,Great Black-backed Gull,resident,north_america,2007,2021,03-01,04-26,0.7784625141307214,-0.05669821096773875
gbwwre1_resident,gbwwre1,Gray-breasted Wood-Wren,resident,latin_america,2007,2021,01-04,12-28,0.8088972395607265,0.5936717470009086
gchwar_breeding,gchwar,Golden-cheeked Warbler,breeding,north_america,2007,2021,04-19,05-31,0.7313239698654947,-0.23741839873272447
gcrfin_nonbreeding,gcrfin,Gray-crowned Rosy-Finch,nonbreeding,north_america,2007,2020,12-28,02-15,0.666751498009629,0.7992460648694216
gcrwar_resident,gcrwar,Golden-crowned Warbler,resident,latin_america,2007,2021,01-04,12-28,0.8630749936923342,0.1027435164722759
giahum1_breeding,giahum1,Giant Hummingbird,breeding,south_america,2007,2020,09-21,02-08,0.7112286148952824,0.221330393179394
gilfli_resident,gilfli,Gilded Flicker,resident,north_america,2007,2021,02-08,04-05,0.7927706181320854,0.5079718064952398
gilwoo_resident,gilwoo,Gila Woodpecker,resident,north_america,2007,2021,01-18,03-15,0.914086773801036,-0.14572979174128123
gloibi_breeding,gloibi,Glossy Ibis,breeding,north_america,2007,2021,05-03,07-20,0.6492817865994843,0.6687667590279304
glwgul_nonbreeding,glwgul,Glaucous-winged Gull,nonbreeding,north_america,2007,2020,12-14,02-22,0.7881240318058692,0.06449763167500218
gnttow_breeding,gnttow,Green-tailed Towhee,breeding,north_america,2007,2021,06-21,07-27,0.8664267203643436,0.3611315582991188
gnwtea_nonbreeding,gnwtea,Green-winged Teal,nonbreeding,north_america,2007,2020,12-28,01-25,0.8396755654054311,-0.19632546826136396
gockin_nonbreeding,gockin,Golden-crowned Kinglet,nonbreeding,north_america,2007,2020,12-21,01-25,0.8433031073332887,-0.5052625166524389
gocspa_nonbreeding,gocspa,Golden-crowned Sparrow,nonbreeding,north_america,2007,2020,12-07,02-08,0.838929868627265,-0.1698878229362562
gofwoo_resident,gofwoo,Golden-fronted Woodpecker,resident,north_america,2007,2021,02-15,03-29,0.9060093679789138,-0.07059234972454184
goleag_nonbreeding,goleag,Golden Eagle,nonbreeding,north_america,2007,2020,12-14,01-25,0.8574129828598281,0.44714188076653005
gowwar_breeding,gowwar,Golden-winged Warbler,breeding,north_america,2007,2021,06-14,07-06,0.6522365788762298,0.630952533242456
graspa_breeding,graspa,Grasshopper Sparrow,breeding,north_america,2007,2021,06-07,07-06,0.8969012274530611,0.06972209342755191
grawar_breeding,grawar,Grace's Warbler,breeding,north_america,2007,2021,06-07,07-20,0.8467851339515919,-0.4259961131854819
grbani_breeding,grbani,Groove-billed Ani,breeding,north_america,2007,2021,05-10,08-10,0.8666773458737097,0.1885632339368836
grbher3_breeding,grbher3,Great Blue Heron,breeding,north_america,2007,2021,05-24,06-21,0.8806285111095578,-0.20950882228298037
grcfly_breeding,grcfly,Great Crested Flycatcher,breeding,north_america,2007,2021,06-07,07-06,0.949606100572818,-0.2832099742401438
grecor_nonbreeding,grecor,Great Cormorant,nonbreeding,north_america,2007,2020,12-14,02-15,0.762515088764514,0.1870773605932369
greegr_breeding,greegr,Great Egret,breeding,north_america,2007,2021,05-10,08-31,0.8668790695421081,-0.15851755369186968
grekis_resident,grekis,Great Kiskadee,resident,north_america,2007,2021,01-18,03-08,0.8887278687726529,-0.27641950608900223
grepew_breeding,grepew,Greater Pewee,breeding,north_america,2007,2021,05-10,07-13,0.8186645179267735,-0.4607521201585178
greroa_resident,greroa,Greater Roadrunner,resident,north_america,2007,2021,02-01,03-29,0.8828052033761582,-0.03258264120129022
gresca_nonbreeding,gresca,Greater Scaup,nonbreeding,north_america,2007,2020,12-21,01-25,0.7145280404447606,0.13000284239120027
grhowl_resident,grhowl,Great Horned Owl,resident,north_america,2007,2021,01-18,03-08,0.9121280919321448,-0.122786999175527
grnher_breeding,grnher,Green Heron,breeding,north_america,2007,2021,06-07,07-13,0.93471691016162,-0.38193942527549074
grnjay_resident,grnjay,Green Jay,resident,north_america,2007,2021,01-11,03-08,0.9171870353630528,-0.532425314534831
grnkin_resident,grnkin,Green Kingfisher,resident,north_america,2007,2021,04-12,05-31,0.8093537537565783,0.24033443920955855
grnpar_resident,grnpar,Green Parakeet,resident,central_america,2007,2021,01-04,12-28,0.8093799126982422,1.1443355919511409
grnwoo3_resident,grnwoo3,Iberian Green Woodpecker,resident,iberia,2007,2021,01-04,12-28,0.8698461902105219,-0.22292594147081057
grtgra_breeding,grtgra,Great-tailed Grackle,breeding,north_america,2007,2021,05-03,07-06,0.910898360212136,-0.2037063884479237
grycat_breeding,grycat,Gray Catbird,breeding,north_america,2007,2021,06-14,07-20,0.9122524926960422,0.19167897297005057
gryfly_breeding,gryfly,Gray Flycatcher,breeding,north_america,2007,2021,06-14,07-06,0.7931117921503363,0.16923246824492033
gryhaw2_breeding,gryhaw2,Gray Hawk,breeding,north_america,2007,2021,04-12,06-14,0.8683565900531275,-0.07262542592298371
gryjay_resident,gryjay,Canada Jay,resident,north_america,2007,2021,01-11,03-08,0.8531923872763035,0.3393163530461017
grykin_breeding,grykin,Gray Kingbird,breeding,north_america,2007,2021,06-07,08-03,0.8532563803404771,-0.598769707450879
grypar_resident,grypar,Gray Partridge,resident,north_america,2007,2021,01-04,12-28,0.6888682524196142,0.7217706762115523
gryvir_breeding,gryvir,Gray Vireo,breeding,north_america,2007,2021,05-24,06-28,0.6745461411967336,-0.4410598852924102
grywag_nonbreeding,grywag,Gray Wagtail,nonbreeding,india,2007,2020,11-16,02-01,0.8695739101384681,0.35731927725392365
gubter1_breeding,gubter1,Gull-billed Tern,breeding,north_america,2007,2021,05-24,08-17,0.743744105171581,0.3637485282394388
gwfgoo_nonbreeding,gwfgoo,Greater White-fronted Goose,nonbreeding,north_america,2007,2020,12-14,01-18,0.7831282006767317,0.12532422206198385
haiwoo_resident,haiwoo,Hairy Woodpecker,resident,north_america,2007,2021,02-22,04-12,0.9231494460622922,-0.3466343658600309
hamfly_breeding,hamfly,Hammond's Flycatcher,breeding,north_america,2007,2021,06-14,07-20,0.8300836199333599,0.16124678215891444
harspa_nonbreeding,harspa,Harris's Sparrow,nonbreeding,north_america,2007,2020,12-28,03-01,0.7661165297207856,0.24839235437960436
heegul_nonbreeding,heegul,Heermann's Gull,nonbreeding,north_america,2007,2021,08-17,10-26,0.752697203736157,0.5057497108454809
henspa_breeding,henspa,Henslow's Sparrow,breeding,north_america,2007,2021,05-17,08-10,0.8698295299861942,-0.10098188462222372
heptan_breeding,heptan,Hepatic Tanager,breeding,north_america,2007,2021,05-31,06-28,0.8442687229022556,-0.4717770670770891
hergul_nonbreeding,hergul,Herring Gull,nonbreeding,north_america,2007,2020,12-14,03-01,0.8249913197295992,-0.05349954263838439
herthr_breeding,herthr,Hermit Thrush,breeding,north_america,2007,2021,06-07,07-13,0.8341558141191243,0.09569028200942188
herwar_breeding,herwar,Hermit Warbler,breeding,north_america,2007,2021,06-14,07-13,0.7696547349082489,0.5026956645047689
higtin1_resident,higtin1,Highland Tinamou,resident,latin_america,2007,2021,01-04,12-28,0.5210380913363489,0.8616316367352932
hoomer_nonbreeding,hoomer,Hooded Merganser,nonbreeding,north_america,2007,2020,12-21,01-18,0.8910335645030127,-0.01958222155890621
hooori_breeding,hooori,Hooded Oriole,breeding,north_america,2007,2021,05-10,07-13,0.9486090103651688,-0.3382992962277264
hoowar_breeding,hoowar,Hooded Warbler,breeding,north_america,2007,2021,06-07,07-13,0.84264650862771,0.5262927519943318
horgre_nonbreeding,horgre,Horned Grebe,nonbreeding,north_america,2007,2020,12-28,02-08,0.7345260103767466,-0.35560545727308807
horlar_nonbreeding,horlar,Horned Lark,nonbreeding,north_america,2007,2020,12-07,01-18,0.8352096616575418,-0.05660903998978723
houfin_resident,houfin,House Finch,resident,north_america,2007,2021,03-08,04-26,0.9522130449148626,0.04669477592024671
houspa_resident,houspa,House Sparrow,resident,north_america,2007,2021,01-04,02-22,0.9489779351131168,-0.29498498494251174
houwre_breeding,houwre,House Wren,breeding,north_america,2007,2021,06-14,08-03,0.9339390327325202,0.07098817657508838
hrshaw_resident,hrshaw,Harris's Hawk,resident,north_america,2007,2021,05-03,06-14,0.6576198062482292,0.07189614526411989
hutvir_resident,hutvir,Hutton's Vireo,resident,north_america,2007,2021,01-25,04-19,0.8921809630615615,-0.5674443936966234
ibgshr1_resident,ibgshr1,Iberian Gray Shrike,resident,iberia,2007,2021,01-04,12-28,0.8521974704086196,0.28949938318802215
incdov_resident,incdov,Inca Dove,resident,north_america,2007,2021,01-04,12-28,0.9036285061052708,-0.11372202639689744
indbun_breeding,indbun,Indigo Bunting,breeding,north_america,2007,2021,06-07,07-13,0.9004059218362487,-0.2631603251774435
indpit1_nonbreeding,indpit1,Indian Pitta,nonbreeding,india,2007,2020,12-07,03-08,0.7042111740430058,0.5461427118590751
indrob1_resident,indrob1,Indian Robin,resident,india,2007,2021,01-04,12-28,0.9022216275643952,0.3007053772313741
indrol2_resident,indrol2,Indian Roller,resident,india,2007,2021,01-04,12-28,0.8601233126176256,0.4676667067938449
juntit1_resident,juntit1,Juniper Titmouse,resident,north_america,2007,2021,05-31,07-06,0.8448079106957337,-0.31343888569127243
karpri1_resident,karpri1,Karoo Prinia,resident,south_africa,2007,2021,01-04,12-28,0.9206419112022676,-0.38391446892824965
kea1_resident,kea1,Kea,resident,new_zealand,2007,2021,01-04,12-28,0.5843798826504358,0.6812172171390573
kenwar_breeding,kenwar,Kentucky Warbler,breeding,north_america,2007,2021,05-31,06-28,0.8704015781912053,0.6050040791320616
killde_breeding,killde,Killdeer,breeding,north_america,2007,2021,05-10,06-14,0.9439281532873618,-0.06311138595449974
kinrai4_breeding,kinrai4,King Rail,breeding,north_america,2007,2021,05-17,07-13,0.7067060676888968,0.16996164222929133
